strike,mid,T,iv,expiry
310.0,0.005,0.005479452054794521,0.9724434324645996,2025-10-17
315.0,0.005,0.005479452054794521,1.0353477777938842,2025-10-17
320.0,0.005,0.005479452054794521,1.0969169793472289,2025-10-17
325.0,0.005,0.005479452054794521,1.1571891840896606,2025-10-17
330.0,0.005,0.005479452054794521,1.2162788329162597,2025-10-17
335.0,0.005,0.005479452054794521,1.2741859258270263,2025-10-17
340.0,0.005,0.005479452054794521,1.3310249037170412,2025-10-17
345.0,0.005,0.005479452054794521,1.3867576196212767,2025-10-17
350.0,0.0,0.005479452054794521,0.0,2025-10-17
355.0,0.005,0.005479452054794521,1.495285735122681,2025-10-17
360.0,0.005,0.005479452054794521,1.5481192816848757,2025-10-17
370.0,0.005,0.005479452054794521,1.6511160872573853,2025-10-17
110.0,137.75,0.024657534246575342,1.8453127494678498,2025-10-24
120.0,127.75,0.024657534246575342,1.634998994533539,2025-10-24
125.0,122.75,0.024657534246575342,1.5361602081489565,2025-10-24
140.0,107.80000000000001,0.024657534246575342,1.4255101677179336,2025-10-24
150.0,97.80000000000001,0.024657534246575342,1.2561853267049787,2025-10-24
160.0,87.80000000000001,0.024657534246575342,1.0979421790323258,2025-10-24
165.0,82.85,0.024657534246575342,1.0999854258465764,2025-10-24
170.0,77.875,0.024657534246575342,1.0522754935245513,2025-10-24
175.0,72.9,0.024657534246575342,1.0008223902592657,2025-10-24
180.0,67.85,0.024657534246575342,0.8784397738971712,2025-10-24
185.0,62.875,0.024657534246575342,0.8328374613928796,2025-10-24
190.0,57.925,0.024657534246575342,0.8013185315394402,2025-10-24
195.0,53.0,0.024657534246575342,0.7736107219107153,2025-10-24
200.0,47.85,0.024657534246575342,0.6079360686137676,2025-10-24
205.0,42.975,0.024657534246575342,0.6198414979801177,2025-10-24
210.0,38.0,0.024657534246575342,0.5616673763141633,2025-10-24
215.0,33.05,0.024657534246575342,0.5104276576344966,2025-10-24
220.0,28.15,0.024657534246575342,0.46798975508844853,2025-10-24
225.0,23.25,0.024657534246575342,0.41653873798531305,2025-10-24
230.0,18.4,0.024657534246575342,0.3655055493584871,2025-10-24
235.0,13.775,0.024657534246575342,0.33013005074778196,2025-10-24
237.5,11.6,0.024657534246575342,0.31693105183690784,2025-10-24
240.0,9.575,0.024657534246575342,0.3075929430191815,2025-10-24
242.5,7.675,0.024657534246575342,0.2969225216455758,2025-10-24
245.0,5.975,0.024657534246575342,0.28827500700525943,2025-10-24
247.5,4.5,0.024657534246575342,0.2810493608816862,2025-10-24
250.0,3.3,0.024657534246575342,0.277110239707917,2025-10-24
252.5,2.355,0.024657534246575342,0.2751139315420389,2025-10-24
255.0,1.615,0.024657534246575342,0.2726915992628336,2025-10-24
257.5,1.1099999999999999,0.024657534246575342,0.27469669911205763,2025-10-24
260.0,0.73,0.024657534246575342,0.2749814602455198,2025-10-24
262.5,0.49,0.024657534246575342,0.27897035128772263,2025-10-24
265.0,0.33,0.024657534246575342,0.2840367450803518,2025-10-24
267.5,0.22999999999999998,0.024657534246575342,0.291485536048174,2025-10-24
270.0,0.16,0.024657534246575342,0.2986684903534651,2025-10-24
272.5,0.11499999999999999,0.024657534246575342,0.3072676507353782,2025-10-24
275.0,0.08499999999999999,0.024657534246575342,0.31675313200783733,2025-10-24
277.5,0.065,0.024657534246575342,0.3272447394828796,2025-10-24
280.0,0.055,0.024657534246575342,0.3416142243714333,2025-10-24
282.5,0.045,0.024657534246575342,0.35379741132688514,2025-10-24
285.0,0.035,0.024657534246575342,0.3632006382060051,2025-10-24
290.0,0.025,0.024657534246575342,0.3875503228197098,2025-10-24
295.0,0.02,0.024657534246575342,0.4147061935482026,2025-10-24
300.0,0.015,0.024657534246575342,0.43737502751541146,2025-10-24
305.0,0.005,0.024657534246575342,0.42738052267837534,2025-10-24
310.0,0.005,0.024657534246575342,0.45770735987472533,2025-10-24
315.0,0.005,0.024657534246575342,0.4873570884418488,2025-10-24
320.0,0.005,0.024657534246575342,0.5163773920860291,2025-10-24
325.0,0.005,0.024657534246575342,0.5448064177722929,2025-10-24
330.0,0.005,0.024657534246575342,0.5726632389831543,2025-10-24
140.0,107.925,0.043835616438356165,1.1613400507216454,2025-10-31
155.0,93.0,0.043835616438356165,1.0198982569580077,2025-10-31
170.0,78.05,0.043835616438356165,0.8596273596756461,2025-10-31
180.0,68.05000000000001,0.043835616438356165,0.7400592740769386,2025-10-31
185.0,63.125,0.043835616438356165,0.713687204270482,2025-10-31
190.0,58.525000000000006,0.043835616438356165,0.7651751762459876,2025-10-31
195.0,53.175,0.043835616438356165,0.6153055854198932,2025-10-31
200.0,48.25,0.043835616438356165,0.5791792174468041,2025-10-31
205.0,43.3,0.043835616438356165,0.5337658516286612,2025-10-31
210.0,38.2,0.043835616438356165,0.45425505953979495,2025-10-31
215.0,33.6,0.043835616438356165,0.47012419699096686,2025-10-31
220.0,28.8,0.043835616438356165,0.43509067996126416,2025-10-31
225.0,24.175,0.043835616438356165,0.4103933513264358,2025-10-31
230.0,19.725,0.043835616438356165,0.38749295336058737,2025-10-31
235.0,15.65,0.043835616438356165,0.374052853709817,2025-10-31
240.0,11.925,0.043835616438356165,0.36004487091952553,2025-10-31
245.0,8.725000000000001,0.043835616438356165,0.35000104324880243,2025-10-31
250.0,6.1,0.043835616438356165,0.34232649973404405,2025-10-31
255.0,4.074999999999999,0.043835616438356165,0.3370656458267271,2025-10-31
260.0,2.61,0.043835616438356165,0.3341188672841935,2025-10-31
265.0,1.62,0.043835616438356165,0.333777854278475,2025-10-31
270.0,0.985,0.043835616438356165,0.3356819242750108,2025-10-31
275.0,0.61,0.043835616438356165,0.3416833657455444,2025-10-31
280.0,0.38,0.043835616438356165,0.34895840920859567,2025-10-31
285.0,0.25,0.043835616438356165,0.3598556262102127,2025-10-31
290.0,0.175,0.043835616438356165,0.37368628521776204,2025-10-31
295.0,0.12,0.043835616438356165,0.38527700212264065,2025-10-31
300.0,0.08499999999999999,0.043835616438356165,0.397720065277338,2025-10-31
305.0,0.065,0.043835616438356165,0.413069450330019,2025-10-31
310.0,0.04,0.043835616438356165,0.4170522318973541,2025-10-31
315.0,0.03,0.043835616438356165,0.42978378147506713,2025-10-31
320.0,0.02,0.043835616438356165,0.43666930866241455,2025-10-31
325.0,0.025,0.043835616438356165,0.4703149318161011,2025-10-31
110.0,138.125,0.06301369863013699,1.493699059796095,2025-11-07
120.0,128.175,0.06301369863013699,1.3678069226515293,2025-11-07
140.0,108.19999999999999,0.06301369863013699,1.102648560842514,2025-11-07
145.0,103.3,0.06301369863013699,1.079952308744192,2025-11-07
150.0,98.25,0.06301369863013699,0.9983666793856619,2025-11-07
160.0,88.30000000000001,0.06301369863013699,0.897480473862529,2025-11-07
165.0,83.4,0.06301369863013699,0.8703395042922497,2025-11-07
190.0,58.525,0.06301369863013699,0.6252062129601835,2025-11-07
195.0,53.675,0.06301369863013699,0.5990469316930175,2025-11-07
200.0,48.45,0.06301369863013699,0.5084204716231225,2025-11-07
205.0,43.625,0.06301369863013699,0.4869604196102024,2025-11-07
210.0,38.8,0.06301369863013699,0.45904369574332243,2025-11-07
215.0,34.05,0.06301369863013699,0.4339784575121999,2025-11-07
220.0,29.3,0.06301369863013699,0.40245446126496787,2025-11-07
225.0,24.725,0.06301369863013699,0.37824663567745687,2025-11-07
230.0,20.425,0.06301369863013699,0.3618462719359696,2025-11-07
235.0,16.475,0.06301369863013699,0.3507343292444943,2025-11-07
240.0,12.825,0.06301369863013699,0.3377517696566731,2025-11-07
245.0,9.600000000000001,0.06301369863013699,0.32575350607465203,2025-11-07
250.0,6.95,0.06301369863013699,0.31817373392613224,2025-11-07
255.0,4.85,0.06301369863013699,0.3128331588223725,2025-11-07
260.0,3.3,0.06301369863013699,0.31091634833556414,2025-11-07
265.0,2.1550000000000002,0.06301369863013699,0.3087917411974668,2025-11-07
270.0,1.3900000000000001,0.06301369863013699,0.30952890149429446,2025-11-07
275.0,0.905,0.06301369863013699,0.3134698108070493,2025-11-07
280.0,0.59,0.06301369863013699,0.318544400236696,2025-11-07
285.0,0.395,0.06301369863013699,0.3257656505185962,2025-11-07
290.0,0.27,0.06301369863013699,0.33402238228476044,2025-11-07
295.0,0.19,0.06301369863013699,0.34340117126441,2025-11-07
300.0,0.135,0.06301369863013699,0.35264286958849433,2025-11-07
305.0,0.10500000000000001,0.06301369863013699,0.36560866537332537,2025-11-07
310.0,0.07,0.06301369863013699,0.3705641945488453,2025-11-07
315.0,0.05500000000000001,0.06301369863013699,0.3824672397298813,2025-11-07
320.0,0.04,0.06301369863013699,0.39034220382261275,2025-11-07
325.0,0.025,0.06301369863013699,0.3917774833817482,2025-11-07
330.0,0.02,0.06301369863013699,0.40260883726406094,2025-11-07
145.0,103.375,0.0821917808219178,0.9525503862494231,2025-11-14
175.0,73.55,0.0821917808219178,0.6822350316058396,2025-11-14
180.0,68.55,0.0821917808219178,0.6336369902542829,2025-11-14
190.0,58.650000000000006,0.0821917808219178,0.556805724435389,2025-11-14
205.0,43.974999999999994,0.0821917808219178,0.45963705986338854,2025-11-14
210.0,39.0,0.0821917808219178,0.4152749707572162,2025-11-14
215.0,34.25,0.0821917808219178,0.39107116848242285,2025-11-14
220.0,29.6,0.0821917808219178,0.369074376750648,2025-11-14
225.0,25.1,0.0821917808219178,0.3497316303083003,2025-11-14
230.0,20.8,0.0821917808219178,0.332454631429106,2025-11-14
235.0,16.9,0.0821917808219178,0.32277327443192894,2025-11-14
240.0,13.425,0.0821917808219178,0.3166246095182449,2025-11-14
245.0,10.225000000000001,0.0821917808219178,0.3058591932610274,2025-11-14
250.0,7.6,0.0821917808219178,0.3000652504186183,2025-11-14
255.0,5.425,0.0821917808219178,0.29388574010743196,2025-11-14
260.0,3.8,0.0821917808219178,0.2916143565609306,2025-11-14
265.0,2.575,0.0821917808219178,0.289615291680783,2025-11-14
270.0,1.725,0.0821917808219178,0.29000450993332266,2025-11-14
275.0,1.15,0.0821917808219178,0.2921724794418217,2025-11-14
280.0,0.77,0.0821917808219178,0.29591669346615673,2025-11-14
285.0,0.525,0.0821917808219178,0.3013965943992138,2025-11-14
290.0,0.365,0.0821917808219178,0.3080359544528723,2025-11-14
295.0,0.255,0.0821917808219178,0.31467710264551646,2025-11-14
300.0,0.185,0.0821917808219178,0.32284889780986303,2025-11-14
305.0,0.135,0.0821917808219178,0.3307578365433215,2025-11-14
310.0,0.1,0.0821917808219178,0.33882115127587314,2025-11-14
315.0,0.075,0.0821917808219178,0.34689519484233855,2025-11-14
320.0,0.05500000000000001,0.0821917808219178,0.3535613769807815,2025-11-14
325.0,0.045,0.0821917808219178,0.3641185495519639,2025-11-14
330.0,0.035,0.0821917808219178,0.37212941220760354,2025-11-14
100.0,147.95,0.10136986301369863,1.1095626982536317,2025-11-21
105.0,142.975,0.10136986301369863,1.0720594632616043,2025-11-21
110.0,137.95,0.10136986301369863,0.9717067192025185,2025-11-21
115.0,143.25,0.10136986301369863,2.4197011386184695,2025-11-21
120.0,128.0,0.10136986301369863,0.9102114273939135,2025-11-21
125.0,123.025,0.10136986301369863,0.8770855566387177,2025-11-21
130.0,128.5,0.10136986301369863,2.123147079534442,2025-11-21
135.0,113.075,0.10136986301369863,0.8088573255028725,2025-11-21
140.0,108.1,0.10136986301369863,0.7743212091343405,2025-11-21
145.0,103.125,0.10136986301369863,0.7397278723182679,2025-11-21
150.0,98.175,0.10136986301369863,0.71735348523736,2025-11-21
155.0,93.35,0.10136986301369863,0.7352312988157272,2025-11-21
160.0,88.275,0.10136986301369863,0.6646266309679747,2025-11-21
165.0,83.32499999999999,0.10136986301369863,0.6357505705353019,2025-11-21
170.0,78.225,0.10136986301369863,0.5595490276625157,2025-11-21
175.0,73.45,0.10136986301369863,0.5806854265190362,2025-11-21
180.0,68.6,0.10136986301369863,0.5677324457302689,2025-11-21
185.0,63.574999999999996,0.10136986301369863,0.5204415339772105,2025-11-21
190.0,58.625,0.10136986301369863,0.4869562472859026,2025-11-21
195.0,53.7,0.10136986301369863,0.4567113664597273,2025-11-21
200.0,48.675,0.10136986301369863,0.4122197862886786,2025-11-21
205.0,44.1,0.10136986301369863,0.4191321355608105,2025-11-21
210.0,39.25,0.10136986301369863,0.3896625619964897,2025-11-21
215.0,34.575,0.10136986301369863,0.37087369160494205,2025-11-21
220.0,30.025,0.10136986301369863,0.35421941212749486,2025-11-21
225.0,25.6,0.10136986301369863,0.3373176989179104,2025-11-21
230.0,21.4,0.10136986301369863,0.3229716833535433,2025-11-21
235.0,17.549999999999997,0.10136986301369863,0.31317253270068773,2025-11-21
240.0,14.024999999999999,0.10136986301369863,0.3038147543541193,2025-11-21
245.0,10.925,0.10136986301369863,0.29641558424314857,2025-11-21
250.0,8.3,0.10136986301369863,0.29109862747515736,2025-11-21
255.0,6.1,0.10136986301369863,0.2857164781399817,2025-11-21
260.0,4.35,0.10136986301369863,0.28136906523115923,2025-11-21
265.0,3.05,0.10136986301369863,0.2795157336783409,2025-11-21
270.0,2.12,0.10136986301369863,0.2798662089195251,2025-11-21
275.0,1.455,0.10136986301369863,0.28105263913649325,2025-11-21
280.0,1.01,0.10136986301369863,0.2844150854873955,2025-11-21
285.0,0.6950000000000001,0.10136986301369863,0.2877636737611592,2025-11-21
290.0,0.49,0.10136986301369863,0.2929145571208597,2025-11-21
295.0,0.35,0.10136986301369863,0.29869322627609973,2025-11-21
300.0,0.25,0.10136986301369863,0.3042433116643429,2025-11-21
305.0,0.185,0.10136986301369863,0.31119023162353043,2025-11-21
310.0,0.13,0.10136986301369863,0.315466864030838,2025-11-21
315.0,0.1,0.10136986301369863,0.3233138139461279,2025-11-21
320.0,0.08499999999999999,0.10136986301369863,0.3347024711456299,2025-11-21
325.0,0.060000000000000005,0.10136986301369863,0.33811185614490513,2025-11-21
330.0,0.045,0.10136986301369863,0.3436658158342838,2025-11-21
335.0,0.035,0.10136986301369863,0.3502235175409316,2025-11-21
340.0,0.025,0.10136986301369863,0.3534946197919845,2025-11-21
345.0,0.015,0.10136986301369863,0.3511199712190628,2025-11-21
350.0,0.015,0.10136986301369863,0.364843341887474,2025-11-21
