Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,ret_SPY,ret_QQQ,ret_IWM,ret_EFA,ret_EEM,ret_TLT,ret_LQD,ret_GLD,w_dyn_SPY,w_dyn_QQQ,w_dyn_IWM,w_dyn_EFA,w_dyn_EEM,w_dyn_TLT,w_dyn_LQD,w_dyn_GLD,w_hrp_SPY,w_hrp_QQQ,w_hrp_IWM,w_hrp_EFA,w_hrp_EEM,w_hrp_TLT,w_hrp_LQD,w_hrp_GLD,w_ew_SPY,w_ew_QQQ,w_ew_IWM,w_ew_EFA,w_ew_EEM,w_ew_TLT,w_ew_LQD,w_ew_GLD,ret_dyn,ret_hrp,ret_ew,eq_dyn,eq_hrp,eq_ew,regime,vol_ann_anchor
2010-09-15,85.84798431396484,41.75603485107422,53.04948043823242,34.735679626464844,31.425052642822266,66.63421630859375,64.59600830078125,123.94000244140625,0.003809681396877984,0.006302792741004648,0.00567699165449298,0.0003692854303070092,0.0013859628841967897,-0.014946457009918035,-0.0016147861858266666,-0.0006452186217993372,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0007295742879839394,-0.0023076165529049195,4.228153616692154e-05,1.036843243771501,0.9986228223750342,1.0485968061434658,mid,0.1975527754113414
2010-09-16,85.82520294189453,41.92216873168945,52.708580017089844,34.56889724731445,31.26542854309082,65.97618865966797,64.3929443359375,124.62999725341797,-0.0002654039639873318,0.00397078550422858,-0.006446820230405326,-0.004813035693670198,-0.005092461939194326,-0.009924304958372154,-0.0031485507626323184,0.005551728568144121,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.002003809125902856,-0.003049215731110876,-0.002521007934486119,1.034765607817501,0.995577805955602,1.0459532852751012,mid,0.1975527754113414
2010-09-17,85.85726165771484,42.064178466796875,52.927711486816406,34.40211868286133,31.214641571044922,66.24333953857422,64.60177612304688,124.54000091552734,0.00037346523732306736,0.0033817370365869515,0.004148797367340862,-0.004836202200793949,-0.0016257018642442667,0.004041025498909612,0.0032378374682089373,-0.0007223690048192566,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.002088487455135372,0.002845980399260372,0.0009998236923139947,1.0369267028084335,0.9984112008772903,1.046999054150773,mid,0.1975527754113414
2010-09-20,87.17003631591797,42.80046463012695,54.39678192138672,34.99869155883789,31.708024978637695,66.62773895263672,64.6830062866211,124.87000274658203,0.015174482454233917,0.017352447650074154,0.027377947919063228,0.017192524656558295,0.015682536884713993,0.0057860670787883706,0.001256608438350959,0.0026462613270075153,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.010085493438942815,0.0033893037165699793,0.012808609551098804,1.0473846202662724,1.0017951196710888,1.0604096562357601,mid,0.1975527754113414
2010-09-21,86.99451446533203,42.79169845581055,54.08028030395508,34.99226379394531,31.61370277404785,67.55292510986328,65.17610931396484,126.01000213623047,-0.0020155870895823824,-0.0002048359109290132,-0.005835381398718198,-0.00018367415841780144,-0.002979144053671501,0.013790374729084398,0.00759446720510315,0.009088067711881642,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.003129681374498149,0.007429984497193419,0.002406785879343787,1.0506626004042556,1.009238441879609,1.0629618352227082,mid,0.1975527754113414
2010-09-22,86.56712341308594,42.67774200439453,53.43907928466797,34.940948486328125,31.63547134399414,68.15888214111328,65.13554382324219,126.19999694824219,-0.004924958318460959,-0.002666602667080298,-0.011927314731136729,-0.0014675521159071003,0.0006883432427176039,0.008930115521343929,-0.0006225919333591179,0.0015066400907297606,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.002100066902404367,-2.91275199999037e-06,-0.0013104901138941139,1.0484561386515525,1.0092355022183188,1.0615688342462022,mid,0.1975527754113414
2010-09-23,85.86492919921875,42.660213470458984,52.792179107666016,34.56248092651367,31.43231964111328,68.3543472290039,65.18193817138672,126.30000305175781,-0.008144635349412788,-0.000410802768463725,-0.012179243345348034,-0.010890723055622775,-0.006442350440348132,0.002863681745296276,0.000712020358196952,0.0007921275940185879,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.002932214090979712,0.00016867092368088557,-0.004212490657710455,1.0453818407880242,1.0094057309026894,1.0570969854494234,mid,0.1975527754113414
2010-09-24,87.6356430053711,43.527950286865234,54.509071350097656,35.52467346191406,32.012779235839844,67.43565368652344,65.03694915771484,126.69000244140625,0.020412327934388408,0.020136550060988245,0.03200407782919523,0.027458754730601775,0.01829852270615273,-0.013531299118842988,-0.0022268516735293176,0.003083123365456686,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.010078921043250798,-0.0005792460794694593,0.013204400729301347,1.0559181618213749,1.00882103659047,1.071055317655034,mid,0.1975527754113414
2010-09-27,87.21586608886719,43.29131317138672,54.37073516845703,35.34507369995117,31.95473861694336,68.60842895507812,65.37340545654297,126.72000122070312,-0.004801533886267251,-0.005451271804248314,-0.0025410819600337753,-0.005068457378142099,-0.0018146908547516105,0.017241533747898607,0.005159974395358979,0.00023676081451817765,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.000775481050099201,0.005161001146902966,0.0003701541342915893,1.056737006346323,1.0140275631173332,1.0714517732089188,mid,0.1975527754113414
2010-09-28,87.52117156982422,43.273773193359375,54.90776443481445,35.55034255981445,32.18691635131836,69.07759857177734,65.48944854736328,127.8499984741211,0.003494459969425101,-0.0004052437074566484,0.009828714551318729,0.005790767423308196,0.0072395621394441,0.006815091422499364,0.0017735074191937983,0.008877752103090941,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.003561134846161145,0.003183219709745267,0.005426826415102948,1.060500189322851,1.0172554356424732,1.077266355994278,mid,0.1975527754113414
2010-09-29,87.36849975585938,43.203651428222656,55.06235885620117,35.49261474609375,32.29575729370117,68.79088592529297,65.42562866210938,127.94999694824219,-0.0017459218899471551,-0.0016217360961450211,0.0028115731545730327,-0.001625152685511999,0.003375822979866605,-0.004159225523571841,-0.0009749815173281107,0.0007818489523421235,0.1725129265428653,0.1428706779541548,0.09327601105229363,0.047996773102944916,0.04334361134774135,0.05084284738914549,0.39783566961173483,0.05132148299911965,0.016955400094377685,0.014754444000249941,0.031961621413482334,0.009674628245694292,0.008736698313360682,0.09457615555176871,0.740040538745953,0.08330051363511339,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0007615456727565504,-0.0009996583711168684,-0.00039472157821529574,1.0596925699927147,1.0162385277306691,1.0768411357180816,mid,0.1975527754113414
2010-09-30,87.1090087890625,43.01082229614258,54.9240608215332,35.2296028137207,32.48440933227539,68.74527740478516,65.6113052368164,127.91000366210938,-0.002974494079883705,-0.004473250146802332,-0.0025148215199655155,-0.0074379213206396955,0.005824392918759358,-0.0006632222547917621,0.0028339597615945067,-0.00031261851296093823,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0004288307916621092,0.0017073183037292976,-0.0012147468943362605,1.0592381411890062,1.0179735703700186,1.0755330462927746,mid,0.1737512993049859
2010-10-01,87.47534942626953,42.95823287963867,55.21698760986328,35.58242416381836,32.96329879760742,68.41305541992188,65.29330444335938,128.91000366210938,0.004196723906227717,-0.0012234500648209412,0.005319133659142494,0.009965094485793635,0.014634523528374466,-0.00484436676552491,-0.004858521327459009,0.00778759462161549,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0004965352382432485,-0.0026733211727399723,0.003872091505418618,1.059764090251798,1.0152522000710587,1.079697608665122,mid,0.1737512993049859
2010-10-04,86.81893157958984,42.4936637878418,54.4683837890625,35.06924057006836,32.861724853515625,68.58960723876953,65.39810943603516,128.4600067138672,-0.007532329189817943,-0.010873337797106863,-0.013650233118451816,-0.014527403453921117,-0.0030861827031136713,0.002577350150043678,0.001603854637898472,-0.003496890769369543,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0044012111051065965,5.4164469252644654e-05,-0.0061231465304798505,1.0550998447689885,1.0153071906676332,1.0730864619986566,mid,0.1737512993049859
2010-10-05,88.56678771972656,43.527950286865234,56.01437759399414,36.06352996826172,33.45669937133789,68.17765045166016,65.53211212158203,130.99000549316406,0.01993222725795807,0.02404828961658012,0.027987981156431196,0.02795769527655878,0.01794344447155627,-0.006024220123054036,0.0020469335611181805,0.01950340225140046,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.013262822738009172,0.00507872320236996,0.01667446918356863,1.0690934469810607,1.02046365485441,1.090979609140558,mid,0.1737512993049859
2010-10-06,88.55912780761719,43.15106201171875,55.827239990234375,36.36500549316406,33.44217300415039,69.03434753417969,65.95723724365234,131.80999755859375,-8.649115056247325e-05,-0.008696237770048132,-0.0033464783941221654,0.008324820157330048,-0.0004342783936408523,0.012487365936486583,0.0064663275839231815,0.006240446856903503,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.002334872419447095,0.006222594222796212,0.0026194343532837117,1.0715896437842285,1.0268135860976806,1.0938373586074728,mid,0.1737512993049859
2010-10-07,88.45231628417969,43.308837890625,55.66451644897461,36.24313735961914,33.14468765258789,68.45890045166016,65.93977355957031,130.3699951171875,-0.0012068319870417454,0.0036496931923135634,-0.0029190258006535075,-0.0033568755017574503,-0.008935316303905871,-0.008370599297489179,-0.0002648078842382162,-0.010984948981022313,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0016859411511729512,-0.002217192921445815,-0.00404858907047434,1.0697830067066019,1.0245369422829405,1.089408860632538,mid,0.1737512993049859
2010-10-08,88.94841766357422,43.606849670410156,56.37241744995117,36.48048400878906,33.543758392333984,68.15801239013672,65.87574005126953,131.66000366210938,0.005593017138102674,0.006857518038326127,0.01263709023561077,0.0065273837418198255,0.011968355150786092,-0.004404850640643332,-0.0009715626269422017,0.009846345633437892,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.003942736827797461,0.0007190080953232464,0.006006662083812231,1.074000879564896,1.0252735926383996,1.0959525715294685,mid,0.1737512993049859
2010-10-11,89.0323486328125,43.624366760253906,56.421226501464844,36.435585021972656,33.52199172973633,68.17110443115234,65.9339370727539,132.2899932861328,0.00094314657933392,0.00040162434495316646,0.0008654575355553362,-0.001231525316378601,-0.0006491141401481215,0.00019206522217896094,0.000883046321573211,0.004773561868528731,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0008506941569080725,0.0011550584386223921,0.0007722828019495753,1.074914525837656,1.0264578435534732,1.0967989568522132,mid,0.1737512993049859
2010-10-12,89.30711364746094,43.92240905761719,56.567691802978516,36.358604431152344,33.38413619995117,67.49752807617188,65.83493041992188,131.9600067138672,0.0030813733375651964,0.0068087818426803,0.0025925619210971362,-0.0021150209953613164,-0.004120869915340997,-0.009929810261055216,-0.0015027323729404074,-0.0024975344847284475,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.00023077100047226768,-0.0020303514306692825,-0.0009604063660104689,1.0751625849382058,1.0243737734022926,1.0957455841518187,mid,0.1737512993049859
2010-10-13,90.00167846679688,44.28177261352539,57.43021774291992,36.76913833618164,34.000885009765625,67.39286041259766,65.79998016357422,134.07000732421875,0.007747174971737714,0.008148492225959814,0.015132600288332299,0.011227974566060173,0.01830573089821108,-0.0015518924032082992,-0.0005310180561375333,0.015863209004852052,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.005909724205931969,0.0021486295959513005,0.009292783936975912,1.0815164992917277,1.026574773209141,1.1059281111152368,mid,0.1737512993049859
2010-10-14,89.65057373046875,44.19412612915039,57.389530181884766,37.02573013305664,33.942840576171875,66.3857421875,65.2699966430664,134.75,-0.003908720086180928,-0.0019812517146671205,-0.0007087206421125813,0.006954218803733259,-0.0017086036190705478,-0.015056776377384118,-0.008087075650157871,0.0050591035458271705,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.004361916404074801,-0.006766258121388556,-0.002429728217501592,1.0767990147321895,1.019628703312702,1.1032410063771318,mid,0.1737512993049859
2010-10-15,89.83377838134766,45.131988525390625,57.19424057006836,36.90386199951172,33.89929962158203,65.57478332519531,64.85649108886719,133.67999267578125,0.002041456119704854,0.020999387783687595,-0.0034086816942009435,-0.0032968731576992205,-0.0012835963146553553,-0.012291085814911895,-0.006355461570684895,-0.007972380291159098,0.17231168491407164,0.1431940249083016,0.09151505823375325,0.04851709718889257,0.044462134754980946,0.04933275426129638,0.3908699647616554,0.05979728097704817,0.01890812833168084,0.01651036230789471,0.03521845352671073,0.010920659928603109,0.010007932903909065,0.09084214210405883,0.7197543582305899,0.09783796266655291,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0007374570710644793,-0.006254512232931657,-0.0014459043674898697,1.07600492168466,1.0132514231147847,1.1016458253876171,mid,0.1737512993049859
