Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,ret_SPY,ret_QQQ,ret_IWM,ret_EFA,ret_EEM,ret_TLT,ret_LQD,ret_GLD,w_ew_SPY,w_ew_QQQ,w_ew_IWM,w_ew_EFA,w_ew_EEM,w_ew_TLT,w_ew_LQD,w_ew_GLD,w_rp_SPY,w_rp_QQQ,w_rp_IWM,w_rp_EFA,w_rp_EEM,w_rp_TLT,w_rp_LQD,w_rp_GLD,w_hrp_SPY,w_hrp_QQQ,w_hrp_IWM,w_hrp_EFA,w_hrp_EEM,w_hrp_TLT,w_hrp_LQD,w_hrp_GLD,ret_ew,ret_rp,ret_hrp,eq_ew,eq_rp,eq_hrp
2010-09-15,85.84803009033203,41.75603103637695,53.049476623535156,34.73566818237305,31.425050735473633,66.63423156738281,64.59596252441406,123.94000244140625,0.003810214622617991,0.006302609449805541,0.00567706438155513,0.0003691756906842869,0.001386145306426112,-0.014946679208768465,-0.00161584859873809,-0.0006452186217993372,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016955701386458653,0.014754551807589533,0.03196163193187126,0.009674728278133093,0.00873681247624147,0.0945766694343672,0.7400391002258199,0.083300804459519,4.2182877722896084e-05,-0.014946679208768465,-0.0023084180647009395,1.0485967811802448,0.9543471527399566,0.9986221994034918
2010-09-16,85.82521057128906,41.92218017578125,52.708595275878906,34.568885803222656,31.26543426513672,65.97618103027344,64.39292907714844,124.62999725341797,-0.0002658482951609642,0.00397114984523439,-0.006446458828700319,-0.004813037283205812,-0.005092218228936574,-0.009924649590258738,-0.0031480790698061867,0.005551728568144121,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016955701386458653,0.014754551807589533,0.03196163193187126,0.009674728278133093,0.00873681247624147,0.0945766694343672,0.7400391002258199,0.083300804459519,-0.0025209266103362604,-0.009924649590258738,-0.0030488874861300114,1.0459533456510546,0.9448755916615514,0.995577512676359
2010-09-17,85.85729217529297,42.0641975402832,52.927738189697266,34.40210723876953,31.214635848999023,66.2433090209961,64.60177612304688,124.54000091552734,0.00037373178820310216,0.0033819174900187043,0.004149012389865536,-0.004836203805705264,-0.0016260681922375397,0.004040680448412992,0.0032380744319171484,-0.0007223690048192566,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016955701386458653,0.014754551807589533,0.03196163193187126,0.009674728278133093,0.00873681247624147,0.0945766694343672,0.7400391002258199,0.083300804459519,0.000999846943206928,0.004040680448412992,0.002846131026615096,1.0469991389064408,0.948693531990961,0.9984110567245874
2010-09-20,87.17005920410156,42.80046081542969,54.39679718017578,34.99868392944336,31.708038330078125,66.62775421142578,64.6830062866211,124.87000274658203,0.015174389578146652,0.01735190508495288,0.027377723912123564,0.01719263932233872,0.015683141272013312,0.005786756783433766,0.001256608438350959,0.0026462613270075153,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016955701386458653,0.014754551807589533,0.03196163193187126,0.009674728278133093,0.00873681247624147,0.0945766694343672,0.7400391002258199,0.083300804459519,0.012808678214795921,0.005786756783433766,0.003389370772723553,1.060409813967862,0.9541833907226094,1.0017950419794137
2010-09-21,86.99449920654297,42.79168701171875,54.08026885986328,34.99226760864258,31.61370086669922,67.55294799804688,65.17621612548828,126.01000213623047,-0.0020160250583955985,-0.0002050142206826422,-0.005835873520767976,-0.0001833471521033303,-0.0029796254610463535,0.013790484532034242,0.007596106017807358,0.009088067711881642,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016955701386458653,0.014754551807589533,0.03196163193187126,0.009674728278133093,0.00873681247624147,0.0945766694343672,0.7400391002258199,0.083300804459519,0.0024068466060909177,0.013790484532034242,0.0074311785948767365,1.062962057729676,0.9673420420130935,1.0092395598518247
2010-09-22,86.56709289550781,42.67774963378906,53.43907928466797,34.940956115722656,31.635482788085938,68.15888977050781,65.13554382324219,126.19999694824219,-0.004925135449878937,-0.0026661564623355893,-0.011927103118087423,-0.0014674427802718881,0.0006887653243627945,0.008929888638292915,-0.0006242307460633256,0.0015066400907297606,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016955701386458653,0.014754551807589533,0.03196163193187126,0.009674728278133093,0.00873681247624147,0.0945766694343672,0.7400391002258199,0.083300804459519,-0.0013105968129064616,0.008929888638292915,-4.127948415909972e-06,1.061568943044575,0.9759802987234093,1.0092353937629823
2010-09-23,85.86492156982422,42.660213470458984,52.792179107666016,34.56248092651367,31.43231964111328,68.3543472290039,65.18196868896484,126.30000305175781,-0.008144371671987116,-0.00041098153597785014,-0.012179243345348034,-0.010890941406698662,-0.006442712189019595,0.002863569809862021,0.0007124885488005717,0.0007921275940185879,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016955701386458653,0.014754551807589533,0.03196163193187126,0.009674728278133093,0.00873681247624147,0.0945766694343672,0.7400391002258199,0.083300804459519,-0.00421250802454376,0.002863569809862021,0.00016899960323692263,1.0570970753533933,0.9787750864418537,1.009405954144101
2010-09-24,87.63562774658203,43.52796936035156,54.509063720703125,35.52468490600586,32.012779235839844,67.43568420410156,65.0368881225586,126.69000244140625,0.02041224267157471,0.020136988250290422,0.03200393786359168,0.027459076875433475,0.01829852270615273,-0.013530846575276811,-0.002228258333506261,0.003083123365456686,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016955701386458653,0.014754551807589533,0.03196163193187126,0.009674728278133093,0.00873681247624147,0.0945766694343672,0.7400391002258199,0.083300804459519,0.013204348352964579,-0.013530846575276811,-0.0005802299601897043,1.0710553533792597,0.9655314309155058,1.0088202665675128
2010-09-27,87.21586608886719,43.29130172729492,54.37073516845703,35.34507369995117,31.954730987548828,68.6084976196289,65.3734359741211,126.72000122070312,-0.004801359770007174,-0.005451974344351296,-0.0025409419944302236,-0.005068779522973799,-0.001814929611060112,0.017242082021833305,0.005161379684087919,0.00023676081451817765,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016955701386458653,0.014754551807589533,0.03196163193187126,0.009674728278133093,0.00873681247624147,0.0945766694343672,0.7400391002258199,0.083300804459519,0.00037027965970209964,0.017242082021833305,0.005162083557920542,1.071451943391031,0.982179203042009,1.014027881078458
2010-09-28,87.52113342285156,43.273780822753906,54.90777587890625,35.55034637451172,32.186912536621094,69.07756042480469,65.48939514160156,127.8499984741211,0.003494024109389038,-0.00040480305139523054,0.009828922975222643,0.00579087472739559,0.007239682378729739,0.006813538371221561,0.0017722251129974609,0.008877752103090941,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016955701386458653,0.014754551807589533,0.03196163193187126,0.009674728278133093,0.00873681247624147,0.0945766694343672,0.7400391002258199,0.083300804459519,0.005426527090831468,0.006813538371221561,0.003182137783287061,1.0772662063883662,0.9888713187293515,1.0172546575121442
2010-09-29,87.36848449707031,43.20364761352539,55.06237030029297,35.492610931396484,32.29575729370117,68.79085540771484,65.42566680908203,127.94999694824219,-0.0017456606785595241,-0.0016220006971234824,0.002811572569397569,-0.0016253674682253916,0.0033759414968894674,-0.004159116918111216,-0.00097358297210004,0.0007818489523421235,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016955701386458653,0.014754551807589533,0.03196163193187126,0.009674728278133093,0.00873681247624147,0.0945766694343672,0.7400391002258199,0.083300804459519,-0.0003945457144363118,-0.004159116918111216,-0.0009986146135859254,1.0768411756233287,0.9847584872977894,1.0162388121454142
2010-09-30,87.10901641845703,43.01081085205078,54.92403030395508,35.229610443115234,32.48441696166992,68.74525451660156,65.61127471923828,127.91000366210938,-0.002974231846789799,-0.004473427925823614,-0.0025155849910740713,-0.007437597280000929,0.005824627781999769,-0.0006631115684356814,0.0028329115762728563,-0.00031261851296093823,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,-0.001214879095851551,-0.0017266402875338697,0.0017065249862083022,1.0755329437895118,0.9830581636201301,1.017973049070295
2010-10-01,87.47534942626953,42.958248138427734,55.21700668334961,35.58241271972656,32.963294982910156,68.4130630493164,65.2933120727539,128.91000366210938,0.004196636321782243,-0.0012228287895688084,0.005320034719331623,0.009964556301690575,0.014634172939535617,-0.004843922304001325,-0.004857939352493901,0.00778759462161549,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,0.0038722880572364393,0.006678778731194931,-0.002672768203956844,1.0796977171629123,0.9896237915748437,1.0152522430722548
2010-10-04,86.8189697265625,42.493682861328125,54.4683837890625,35.06924819946289,32.86171340942383,68.58961486816406,65.39811706542969,128.4600067138672,-0.007531889804495151,-0.010873244142888705,-0.013650578546260839,-0.014526864279537754,-0.0030864152274574508,0.0025773498629888536,0.0016038544506420394,-0.003496890769369543,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,-0.006123084807047319,-0.0076081359414246486,5.412062892287239e-05,1.0730866364747484,0.9820945992376743,1.0153071891621652
2010-10-05,88.5667724609375,43.52796936035156,56.014404296875,36.063514709472656,33.456695556640625,68.17762756347656,65.53206634521484,130.99000549316406,0.01993161558694201,0.024048278951151136,0.027988457871082062,0.02795705461559317,0.017943678702555754,-0.006024667069499223,0.002046118366728855,0.01950340225140046,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,0.016674242409494278,0.02202728864896467,0.005078188405701655,1.0909795431777174,1.003727480455672,1.020463110358394
2010-10-06,88.55915832519531,43.151058197021484,55.82725143432617,36.36501693725586,33.44218826293945,69.03433990478516,65.95724487304688,131.80999755859375,-8.597426376866224e-05,-0.00869676436267719,-0.0033467501176138725,0.008325557966628594,-0.0004337081009513355,0.012487591134496157,0.006467141789364028,0.006240446856903503,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,0.0026196926127976528,0.0014977912253213812,0.006223194263046882,1.0938375742276936,1.0052308546685123,1.0268136505324275
2010-10-07,88.45230102539062,43.308834075927734,55.664512634277344,36.24313735961914,33.14469528198242,68.45885467529297,65.93978881835938,130.3699951171875,-0.0012073490968003142,0.003649693514371055,-0.00291929932195778,-0.0033571902023834532,-0.00893554239314387,-0.008371157451117384,-0.00026469215115554334,-0.010984948981022313,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,-0.0040488107604012,-0.005306576769861836,-0.0022172343135251227,1.0894088328870293,0.99989651996678,1.024536964072871
2010-10-08,88.94841766357422,43.60684585571289,56.3724250793457,36.48047637939453,33.543758392333984,68.15803527832031,65.87566375732422,131.66000366210938,0.005593189646760699,0.006857518640278393,0.012637294104887786,0.0065271746054680335,0.011968124966277305,-0.00440384616053624,-0.0009729521818684361,0.009846345633437892,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,0.006006606156838179,0.00892929183766963,0.0007181548907341463,1.0959524826899625,1.0088248878010335,1.025272740304358
2010-10-11,89.03236389160156,43.624385833740234,56.421241760253906,36.435569763183594,33.52200698852539,68.17105865478516,65.93392181396484,132.2899932861328,0.0009433179640945255,0.00040214904510760263,0.0008655926405092274,-0.001231734968204723,-0.0006486589528278408,0.0001910579191681805,0.0008839730461440709,0.004773561868528731,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,0.0007724073203149717,0.0017816471345264654,0.0011556605003738905,1.0967990044103095,1.0106222577716233,1.0264576075124379
2010-10-12,89.30716705322266,43.92239761352539,56.56769943237305,36.35860061645508,33.38414764404297,67.49747467041016,65.83492279052734,131.9600067138672,0.003081799953831954,0.006808084069347409,0.0025924263489462973,-0.0021147071258824646,-0.004120982302423304,-0.009929929994354936,-0.0015026168342267,-0.0024975344847284475,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,-0.0009604325461862739,0.00015070769153544862,-0.0020302936503461115,1.0957456029498491,1.0107745663191063,1.0243735971495558
2010-10-13,90.00167846679688,44.28178787231445,57.43021774291992,36.76914596557617,34.00088119506836,67.39283752441406,65.8000259399414,134.07000732421875,0.0077465769707103505,0.008149097362367463,0.015132465416397345,0.011228286979252822,0.018305275903908846,-0.0015514408007764047,-0.0005302064799659334,0.015863209004852052,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,0.009292908044593318,0.013147675515905748,0.0021493237014155505,1.1059282660783296,1.0240639023368003,1.0265753076010138
2010-10-14,89.65059661865234,44.19410705566406,57.389530181884766,37.02573013305664,33.94282913208008,66.38573455810547,65.26998901367188,134.75,-0.0039084647818397045,-0.0019820278828670546,-0.0007087206421125813,0.006954011309239672,-0.0017088285828141814,-0.015056551679261787,-0.008087888229367124,0.0050591035458271705,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,-0.002429920867899449,0.0014696572095385025,-0.006766793168761284,1.103240947906186,1.0255689252338978,1.0196286848223202
2010-10-15,89.83379364013672,45.13201141357422,57.19424819946289,36.90386199951172,33.89929962158203,65.57479858398438,64.85648345947266,133.67999267578125,0.0020413706711579493,0.02100032650667094,-0.003408548299755232,-0.0032968731576992205,-0.0012832591568474605,-0.012290738196795381,-0.00635546231593942,-0.007972380291159098,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,-0.0014456955300458652,-0.00039304069359448295,-0.006254449643900301,1.1016459973992343,1.0251658349121948,1.0132514685576226
2010-10-18,90.2764663696289,44.9654541015625,57.6743278503418,36.987239837646484,33.913822174072266,66.1044921875,65.304931640625,134.27999877929688,0.004915584718219179,-0.003697273853234595,0.008358812525387727,0.0022567771070933773,0.0004283109913747474,0.008045250813409233,0.0068906742480949745,0.004478333523157296,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,0.003959558759187742,0.0030744261441174618,0.006483795740426338,1.1060080294577608,1.028317631557105,1.0198211841134373
2010-10-19,89.09345245361328,44.54473114013672,56.55141067504883,36.17256164550781,32.83993148803711,66.50346374511719,65.31078338623047,130.11000061035156,-0.013190963987494086,-0.00940062985287593,-0.01966200202640689,-0.022272118073487945,-0.03217746668714838,0.006017327673117023,8.960247406974986e-05,-0.031546911814677614,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,-0.015267895286863009,-0.02314081678033441,-0.004137836125962603,1.08912161467757,1.0045215216532546,1.0156013311757908
2010-10-20,89.96349334716797,44.86903762817383,57.12916946411133,36.85253143310547,33.36237716674805,66.64732360839844,65.42726135253906,131.32000732421875,0.009718112156981817,0.007254093293185715,0.010164687106477999,0.018623446045709535,0.015783634600976093,0.0021608572073459342,0.001781853130196076,0.009256897200788039,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,0.009342947592707651,0.010988227075562896,0.0034073618978880315,1.0992972208455876,1.0155594322354704,1.0190618524550836
2010-10-21,90.1619644165039,44.956695556640625,56.85248565673828,36.65367126464844,33.36237716674805,65.85598754882812,65.25252532958984,129.47000122070312,0.0022036990453147,0.0019517337222834108,-0.004854892667284005,-0.005410717634939388,0.0,-0.01194453876050705,-0.0026742640392027894,-0.014187944908196748,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1519815373254164,0.14581168161742056,0.11427208788686069,0.11863946969493214,0.11311754118868661,0.0,0.0,0.35617768228668356,0.018908861168788458,0.016510858165494555,0.035219305626630885,0.010921009526626507,0.01000827385245333,0.09084401465360607,0.7197470414666637,0.09784063553973654,-0.004364615655316484,-0.0056306255814229985,-0.004554223240827247,1.0944992109856388,1.00984119731687,1.0144208172827922
